timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,Encoding,SampleCount,ErrorCount,Hostname,IdleTime,Connect
1708438275944,668,1 - GET - Google,200,OK,Thread Group 1-1,text,true,,20050,120,1,1,https://www.google.com.br/,654,ISO-8859-1,1,0,a64a7b0ac035,0,526
1708438276624,625,2 - GET - UOL,200,OK,Thread Group 1-1,text,true,,834262,117,1,1,https://www.uol.com.br/,488,UTF-8,1,0,a64a7b0ac035,0,458
1708438277252,874,3 - GET - Terra,200,OK,Thread Group 1-1,text,true,,385538,119,1,1,https://www.terra.com.br/,811,utf-8,1,0,a64a7b0ac035,0,752
1708438278128,546,4 - GET - g1,200,OK,Thread Group 1-1,text,true,,972893,115,1,1,https://g1.globo.com/,362,UTF-8,1,0,a64a7b0ac035,0,339
1708438278678,833,5 - GET - sbt,200,OK,Thread Group 1-1,text,true,,5608,117,1,1,https://www.sbt.com.br/,832,ISO-8859-1,1,0,a64a7b0ac035,0,543
1708438279514,746,6 - GET - bing,200,OK,Thread Group 1-1,text,true,,122073,239,1,1,https://www.bing.com/?cc=br,238,utf-8,1,0,a64a7b0ac035,0,209
1708438280264,776,7 - GET - linkedin,200,OK,Thread Group 1-1,text,true,,134022,119,1,1,https://www.linkedin.com/,439,utf-8,1,0,a64a7b0ac035,0,175
1708438281042,227,8 - GET - duckduckgo,200,OK,Thread Group 1-1,text,true,,108465,117,1,1,https://duckduckgo.com/,187,UTF-8,1,0,a64a7b0ac035,0,142
1708438288218,2732,9 - GET - erro,Non HTTP response code: javax.net.ssl.SSLHandshakeException,Non HTTP response message: Remote host terminated the handshake,Thread Group 1-1,text,false,,3124,0,2,2,https://www.erro.com.br/,0,ISO-8859-1,1,1,a64a7b0ac035,0,2732
1708438290954,134,1 - GET - Google,200,OK,Thread Group 1-1,text,true,,20105,120,2,2,https://www.google.com.br/,130,ISO-8859-1,1,0,a64a7b0ac035,0,0
