timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,Encoding,SampleCount,ErrorCount,Hostname,IdleTime,Connect
1705081387118,864,7 - GET - erro,Non HTTP response code: javax.net.ssl.SSLException,Non HTTP response message: Unsupported or unrecognized SSL message,Thread Group 1-1,text,false,,2805,0,2,2,https://www.r7.com.br/,0,ISO-8859-1,1,1,dc9135b3ecc6,0,864
1705081390389,1299,4 - GET - g1,200,OK,Thread Group 1-2,text,true,,1022576,115,3,3,https://g1.globo.com/,1150,UTF-8,1,0,dc9135b3ecc6,0,1119
1705081392985,298,2 - GET - UOL,200,OK,Thread Group 1-1,text,true,,803250,117,3,3,https://www.uol.com.br/,183,UTF-8,1,0,dc9135b3ecc6,0,147
1705081393719,324,7 - GET - erro,Non HTTP response code: javax.net.ssl.SSLException,Non HTTP response message: Unsupported or unrecognized SSL message,Thread Group 1-3,text,false,,2805,0,3,3,https://www.r7.com.br/,0,ISO-8859-1,1,1,dc9135b3ecc6,0,324
1705081396689,203,2 - GET - UOL,200,OK,Thread Group 1-2,text,true,,803187,117,3,3,https://www.uol.com.br/,89,UTF-8,1,0,dc9135b3ecc6,0,62
1705081399047,429,3 - GET - Terra,200,OK,Thread Group 1-3,text,true,,371400,119,3,3,https://www.terra.com.br/,383,utf-8,1,0,dc9135b3ecc6,0,334
1705081398285,1565,3 - GET - Terra,200,OK,Thread Group 1-1,text,true,,371400,119,3,3,https://www.terra.com.br/,1518,utf-8,1,0,dc9135b3ecc6,0,1485
1705081401895,285,1 - GET - Google,200,OK,Thread Group 1-2,text,true,,20008,120,3,3,https://www.google.com.br/,270,ISO-8859-1,1,0,dc9135b3ecc6,0,147
1705081404478,192,5 - GET - sbt,200,OK,Thread Group 1-3,text,true,,5394,117,3,3,https://www.sbt.com.br/,191,ISO-8859-1,1,0,dc9135b3ecc6,0,146
1705081404852,251,4 - GET - g1,200,OK,Thread Group 1-1,text,true,,1022577,115,3,3,https://g1.globo.com/,91,UTF-8,1,0,dc9135b3ecc6,0,65
1705081407182,106,5 - GET - sbt,200,OK,Thread Group 1-2,text,true,,5387,117,3,3,https://www.sbt.com.br/,106,ISO-8859-1,1,0,dc9135b3ecc6,0,60
1705081409672,208,4 - GET - g1,200,OK,Thread Group 1-3,text,true,,1022602,115,3,3,https://g1.globo.com/,87,UTF-8,1,0,dc9135b3ecc6,0,63
1705081410106,107,5 - GET - sbt,200,OK,Thread Group 1-1,text,true,,5387,117,3,3,https://www.sbt.com.br/,107,ISO-8859-1,1,0,dc9135b3ecc6,0,59
1705081412291,164,3 - GET - Terra,200,OK,Thread Group 1-2,text,true,,371400,119,3,3,https://www.terra.com.br/,89,utf-8,1,0,dc9135b3ecc6,0,57
1705081414883,202,2 - GET - UOL,200,OK,Thread Group 1-3,text,true,,803378,117,3,3,https://www.uol.com.br/,100,UTF-8,1,0,dc9135b3ecc6,0,69
1705081415216,270,1 - GET - Google,200,OK,Thread Group 1-1,text,true,,19949,120,3,3,https://www.google.com.br/,256,ISO-8859-1,1,0,dc9135b3ecc6,0,118
1705081417457,360,7 - GET - erro,Non HTTP response code: javax.net.ssl.SSLException,Non HTTP response message: Unsupported or unrecognized SSL message,Thread Group 1-2,text,false,,2805,0,3,3,https://www.r7.com.br/,0,ISO-8859-1,1,1,dc9135b3ecc6,0,360
1705081420087,255,1 - GET - Google,200,OK,Thread Group 1-3,text,true,,19959,120,3,3,https://www.google.com.br/,242,ISO-8859-1,1,0,dc9135b3ecc6,0,122
1705081420489,46,5 - GET - sbt,200,OK,Thread Group 1-1,text,true,,5387,117,3,3,https://www.sbt.com.br/,46,ISO-8859-1,1,0,dc9135b3ecc6,0,0
1705081422821,133,1 - GET - Google,200,OK,Thread Group 1-2,text,true,,20010,120,3,3,https://www.google.com.br/,131,ISO-8859-1,1,0,dc9135b3ecc6,0,0
1705081425344,75,4 - GET - g1,200,OK,Thread Group 1-3,text,true,,1022602,115,3,3,https://g1.globo.com/,21,UTF-8,1,0,dc9135b3ecc6,0,0
1705081425538,330,7 - GET - erro,Non HTTP response code: javax.net.ssl.SSLException,Non HTTP response message: Unsupported or unrecognized SSL message,Thread Group 1-1,text,false,,2805,0,3,3,https://www.r7.com.br/,0,ISO-8859-1,1,1,dc9135b3ecc6,0,330
1705081427956,438,7 - GET - erro,Non HTTP response code: javax.net.ssl.SSLException,Non HTTP response message: Unsupported or unrecognized SSL message,Thread Group 1-2,text,false,,2805,0,3,3,https://www.r7.com.br/,0,ISO-8859-1,1,1,dc9135b3ecc6,0,438
1705081430420,128,1 - GET - Google,200,OK,Thread Group 1-3,text,true,,20015,120,3,3,https://www.google.com.br/,126,ISO-8859-1,1,0,dc9135b3ecc6,0,0
1705081430872,62,2 - GET - UOL,200,OK,Thread Group 1-1,text,true,,803966,117,3,3,https://www.uol.com.br/,25,UTF-8,1,0,dc9135b3ecc6,0,0
1705081433396,44,5 - GET - sbt,200,OK,Thread Group 1-2,text,true,,5387,117,3,3,https://www.sbt.com.br/,44,ISO-8859-1,1,0,dc9135b3ecc6,0,0
1705081435549,80,2 - GET - UOL,200,OK,Thread Group 1-3,text,true,,803200,117,3,3,https://www.uol.com.br/,28,UTF-8,1,0,dc9135b3ecc6,0,0
1705081435935,59,3 - GET - Terra,200,OK,Thread Group 1-1,text,true,,371397,119,3,3,https://www.terra.com.br/,33,utf-8,1,0,dc9135b3ecc6,0,0
1705081438441,82,4 - GET - g1,200,OK,Thread Group 1-2,text,true,,1022616,115,3,3,https://g1.globo.com/,24,UTF-8,1,0,dc9135b3ecc6,0,0
1705081440630,41,5 - GET - sbt,200,OK,Thread Group 1-3,text,true,,5387,117,3,3,https://www.sbt.com.br/,41,ISO-8859-1,1,0,dc9135b3ecc6,0,0
1705081440995,133,1 - GET - Google,200,OK,Thread Group 1-1,text,true,,19934,120,3,3,https://www.google.com.br/,129,ISO-8859-1,1,0,dc9135b3ecc6,0,0
1705081443525,91,2 - GET - UOL,200,OK,Thread Group 1-2,text,true,,803200,117,3,3,https://www.uol.com.br/,23,UTF-8,1,0,dc9135b3ecc6,0,0
